Score,Text
0.604,"""felt a bit shit getting a very high blood sugar then i remembered it's my first one above 15 this week which is incredible for me! #happy"""
0.360,"""There's gonna be street parties when you lot leave. Spontaneous rejoicing. Clowns."""
0.396,"""You know, you're pro-actively playful. You want to press your boobs into my face, Tatenashi. I'm not saying no, though. =3"""
0.462,"""Taguchi engineering fashionable hale and hearty little game optimization: MqnAOcU"""
0.320,"""did you use the warblers set from glee on the episode about the acapella college kids?"""
0.440,"""Possible magazines over against put with versus thy joviality conjunction shower quotient sufficiently: BQAvtja"""
0.292,"""actually maybe we were supposed to die and my donation saved our lives?? #optimism"""
0.521,"""Every single problem we ever face can be solved with a nice blend patience and optimism"""
0.458,"""Every Wednesday I like to visit the inmates at Arkham. Deliver a fruit basket. And a cheery bouquet of enhanced interrogation."""
0.375,"""\n👅💦👅💦👅💦👅💦👅💦👅that hot pussy unappetizing that delight"""
0.354,"""the Lord turn his face toward you and give you peace. Numbers 6:26 #truth #trust #promise #calm #justice #great #mighty #protected"""
0.854,"""Loving #Pitch so far !! 🤗🤗🤗 #chills #smiling"""
0.479,"""Just my attempt at levity 😉"""
0.104,"""And you're cheerfully defending a group of unchecked, armed thugs who've shown a history of racism, violence, and lies."""
0.125,"""This would be hilarious, if it weren't so frighteningly on point. It's gone from a few bad apples to a national disgrace."""
0.300,"""*gets crushes on fictional and animated characters instead if real people*"""
0.600,"""Come to the FUNdraiser this Fri. at 8pm . Because #pie + #face = #hilarity!"""
0.600,""".I hope you never go a day without something to make you smile. You deserve all good things. Please follow me?\n❤️💛💚💙💜\n311,553"""
0.623,"""You dont have to feel grateful to be grateful, for it is written ' all things work together for good' for those who love God. #cheerful"""
0.812,"""Getting my comedic relief w/ during season premiere of #ModernFamily. Just what a girl needs!"""
0.620,"""*she let out a playful gasp and slowly wrapped her arms around his neck, kissing him back*"""
0.562,"""hello Miss Lady I'm sure today brings you happiness and laughter use your voice also to make us laugh god knows we need it"""
0.125,"""half day tuhday but nah for glee 😭"""
0.676,"""Literally dying &amp; living at the same time as I catch up on 's twitter. If you aren't following him your life is BASIC. #hilarity"""
0.731,"""Good night, Twitter world! Wish you all good sleep / productive jovial days! :)"""
0.605,"""#survivor is back! #SurvivorMillennialsVsGenX so happy to see you #happy"""
0.731,"""jk. started this week strong and it's still going strong. #optimism"""
0.220,"""Gas prices are hilarious. Cause they're simultaneously super subsidised and taxed"""
0.360,"""Yell, 'Bye, garbage!' cheerfully after it."""
0.708,"""happy bday bro! 👌🏻"""
0.521,"""Beings in my physical reality are my reflection, so me being always joyful extends to their lives."""
0.200,"""Google caffeine-an sprightly lengthening into the corridor re seo: WgJ"""
0.860,"""Bridget Jones' Baby was bloody hilarious 😅 #BridgetJonesBaby"""
0.534,"""She gave a playful wink, taking the goggles off her head, swinging them around her finger. 'I would never~'"""
0.288,"""Take my kindness for weakness when you acting silly keeping it 100 ain't your forté #ChrisBrown #TeamBreezy"""
0.854,"""I'm such a fan of endless #laughter with #friends and enjoying #happiness together. #FridayFeeling #weekend"""
0.417,"""I still respect you. I suppose there is so little to be gleeful about these days so take what you can. Good for you."""
0.271,"""Why would Enrique sub off busquet?"""
0.327,"""Root canal therapy has had a bad reputation in the past... but new technology has allowed more comfortable procedures! #smile #dental"""
0.607,"""I just heard the most incredibly transcendent song ever &amp; now I feel high &amp; fucked up yet joyful &amp; I will never be the same"""
0.562,"""Iniesta still the one player I idolize from Barca,a delight to watch I tell you"""
0.320,"""--while being animated much more recently technology-wise which makes for a very nice combination/look)"""
0.258,"""The race advances only by the extra achievements of the individual. You are the individual. ~Charles Towne\n #inspire"""
0.708,"""TheNiceBot: WSJNordics You make the world a more joyful place. #TheNiceBot #الخفجي"""
0.864,"""You make the world a more joyful place. #TheNiceBot"""
0.500,"""The amount of laughter ready to leave my body if United lose is unreal"""
0.020,"""Half past midnight, loud banging on our front door, been told about new rape cases in Edinburgh today #joyful #nosleep"""
0.440,"""Whatever you decide to do make sure it makes you ."""
0.708,"""Perhaps I've missed it, are you doing another season of IHWPH???\nYou are so joyous and gleeful at the the prospect of eating!"""
0.440,"""A good thing about being sick is that coughing is like an ab workout. Maybe my abs will be more defined by the time I'm better 😂😅"""
0.292,"""Somebody who has braved the storm is brewing."""
0.671,"""If you get it going with him, tag me the link please. I have a lot of friends who love following his unintentional hilarity."""
0.231,"""#LMFAO 's #racepimp Tamron Hall used the words 'fscts' and 'MSNBC' in the same sentence #libtard #biasedmedia #neverHillary"""
0.417,"""Not my fault if I'm more observant than you thought of me to be ! 😜 I'm not sorry 😝 #wisdom #laughter #observingyou #allthetime #becareful 😎"""
0.423,"""Inglorious distinguished try auction so the joviality touching back side auction otherwise advance for order about: vAwyZAD"""
0.280,"""Sorry for the levity if at all inappropriate but this combined with my love of Charlotte reminds me rn..."""
0.300,"""#chirp look out for them Cars coming from the Wesszzz"""
0.462,"""Watch this amazing live.ly broadcast by #musically"""
0.775,"""Manchester United v Manchester City #happy days #EFL"""
0.680,"""in love with insta!!!..."""
0.560,"""Finn singing 'Can't Fight This Feeling' in the shower and Will spying on him is one of the best scenes on any show."""
0.750,"""happy birthday jin young!!!!!! #PrinceJinyoungDay #happyjinyoungday #got7 #birthday"""
0.840,"""OMD you 2 are cracking me up! Thanks for the follow Brian. I need some levity to balance the cynicism I share w/Michael😀"""
0.646,"""Watch this amazing live.ly broadcast by .mae #lively #musically"""
0.520,"""It is no coincidence that Lacan recorded infants' jubilant reactions to their mirror images in the noise."""
0.400,"""its been ages since ive had shawarma my stomach is"""
0.208,"""my haters are like crickets. they chirp all day but when I walk past them they shut the fuck up.- (my idol)"""
0.438,"""The neighbor dancing in the Clayton Homes commercial is me."""
0.300,"""I live a life devoid of mirth. Come to think of it, there aren't enough taco bowls in my life, either."""
0.404,"""me taking a picture by myself: *awkward smile*\nme on picture day: *awkward smile*\nconclusion: stop smiling ;'(\n#pictureday2016 #smile #ornot"""
0.346,"""Misery loves company. The church ought to be a place where it finds none.\n-Pastor Kris Theobald #joy #rejoice"""
0.083,"""Quinn's short hair makes me sad."""
0.520,"""#smile #instagramers : #Selfie#BestMeSelfie#Me#Smile#BestMeCameraIsGreat#EmojiGrid#LikeforLike#Friend#Girl#Boy#Tattoos#Family#6Pack#G..."""
0.771,"""Good morning! Welcome the new day into your life and your heart #mindfulness #zen"""
0.420,"""I'm really hitting all flavors of my sparkling water rap. But you know what's tripping me out? These half French and Spanish flavors."""
0.271,"""U blocking doesnt diminish the hilarity of his observation.Or your child-like response to it"""
0.640,"""The neighbor dancing in the Clayton Homes commercial is me. #hilarious"""
0.480,"""Watch this amazing live.ly broadcast by #lively #musically"""
0.694,"""It's hilarious"""
0.673,"""It's a beautiful day today. Cloudy but sunny and breezy."""
0.292,"""How is your toddler coping with the new arrival? Has he tried killing her yet?' they cheerfully ask."""
0.604,"""Easy, breezy, beautiful..."""
0.160,"""People always tell me that they don't expect me to have anxiety because I'm generally cheerful and don't act the way they expect me to."""
0.292,"""This is why I drink and watch You're the Worst as a way to cheer myself up."""
0.327,"""Helluva lot more animated than they were for the actual game &gt;.&lt;"""
0.434,"""I #rejoice in following your statutes as one rejoices in great riches. -Psalm 119:14 #TheBible"""
0.439,"""Come and join in with #cakeclubhour tomorrow afternoon from 3pm! #bizhour"""
0.688,"""Ahh when my voice gets better I've been asked to play :D id be more than #happy to do that"""
0.750,"""It'll be easy to spot the parade of tiny weans in expensive jammies. Really is hilarious!"""
0.260,"""Best quote from a 7 in German - Almost"""
0.271,"""Tend the sick, Lord Christ; give rest to the weary, bless the dying, soothe the suffering, pity the afflicted, shield the joyous;"""
0.019,"""You're a POS for rejoicing in someone's death."""
0.458,"""they will come and you will rejoice at their arrival."""
0.604,"""Our branch will be closed this Sunday, 9/25, in honor of the IRONMAN 70.3 happening in Downtown! Come cheer on race participants!"""
0.542,"""Punchline king is back! 🔥🔥🔥🔥🔥🔥🔥💯💯💯 #bright city lights"""
0.160,"""Apparently all the money in the world can't buy a single person to tell you not give your own waist a hearty two-handed pinch while onstage."""
0.778,"""When my friends send me ballons and fireworks through text...#amazing #smiling"""
0.438,"""A decent sleep makes Kurt a happy soldier. Spit &amp; polish the converse men. chests out and baseball caps at a jaunty angle."""
0.519,"""#PeopleLikeMeBecause of my razor wit &amp; sparkling personality"""
0.312,"""lol I thought maybe, couldn't decide if there was levity or not"""
0.824,"""My morning started off amazing!! Hopefully the whole day is going as i want it to go!\n#GreatDay #optimism"""
0.542,"""#dhoni bcoz of is calmness nd match winning finishers nd a proud #miltirian #dad#husband nd wonderful humanbeing nd his"""
0.404,"""glee"""
0.375,"""When your rewatching glee and break down in tears all over again. 😭😢 #glee"""
0.920,"""💥⚖️Yeah‼️ PAUL‼️⚖️💥 #joyous #glorious #BB18"""
0.444,"""And you as well! #sparkling"""
0.340,"""Miami proficiency is like pleasing by what name miami beaches: pIkxb"""
0.729,"""Thank you disney themed episode for letting me discover how amazing the are!"""
0.854,"""I #love to #laugh and share #laughter as way to share #joy"""
0.780,"""Okay~ #deepbreathes ☺️ we can do this 💪🏻🔴⚪️ #cheer #cheer &amp; see you on the other side peeps ❤️ #AFLCatsSwans #ProudlySydney"""
0.868,"""happy birthday :) have a blessed day love from Toronto :) #bday"""
0.375,"""Go follow #beautiful #Snowgang ♥♥ #Princess #fitness #bodyposi #haircut #Whitegirlwednesday"""
0.520,"""Another joyful encounter in Tribez &amp; Castlez! I just met Mouchole, Ogre Cook! Do you want to know who that is? Download the game and find..."""
0.208,"""Who actually chooses to drink sparkling water 🤔"""
0.567,"""try asking for a cheeseburger with only onion &amp; mustard at any #McDonalds #hilarious"""
0.292,"""((things that grind my gears: people drawing gideon gleeful skinny"""
0.648,"""BIG thank you for liking my little Pumpkin :) She's the smallest of my 4, but is very playful &amp; wakes me up most mornings."""
0.320,"""she is from the heyday 80's -could go either way, writing should be stronger but don't know who will be sacrificed first"""
0.771,"""Very pleasing ty!"""
0.580,"""The object of literature is to make man a wiser and happier being. The poet makes us happy because he tells us how we may become so."""
0.542,"""what a #happy looking #couple !"""
0.860,"""And thus begins my 2 week holiday! 😏😏\n#holiday #cheering #ghastinoir #rest"""
0.458,"""To all who follow me, whether we've ever talked or not hope you have a joyous life. Goodbye."""
0.688,"""It's not that the man did not know how to juggle, he just didn't have the balls to do it.\n #funny #pun #punny #lol"""
0.620,"""The T.I / Shawty Lo beef is one of the more underrated ones in hip-hop history. Chock-full of wit, bravado and hilarity."""
0.656,"""It's Thursday which means it's Grey's day #TGIT"""
0.479,"""Seriously. Digging those eyebrows."""
0.320,"""i mean i guess most of the mean ones are treated as like playful but i want to support yoosung without dating him ;___;"""
0.740,"""I'm ever so cheerful"""
0.480,"""Watch this amazing live.ly broadcast by #musically"""
0.771,"""It's an exhilarating feeling. Working hard and feeling accomplished whether they notice or not--- you feel fu*king good 🤑"""
0.396,"""Yesterday , on 21 Sept. 2016 , i installed a new stratagem including audacity by rejoicing at Harbour tower,i will tenaciously follow up up."""
0.680,"""Thank you for teaching me how to live again. It's been so long since &amp; this ride is about to be exhilarating. I just know it"""
0.625,"""Leon's cheerfulness is always a big help."""
0.320,"""Loading mirth out to be trusted websites: LKskQUfke"""
0.708,"""Zephaniah 3:17 He surely is rejoicing over us with singing...such romance and so needed today!!"""
0.646,"""Hey There Phil Glutting thank you for following us, it's appreciated :)"""
0.875,"""now that I have my future planned out, I feel so much happier #goals #life #happy #igotthis #yay"""
0.420,"""Solange is more aesthetically pleasing than your fave."""
0.750,"""Loving #Pitch so far !! 🤗🤗🤗 #chills"""
0.810,"""- its lit having a class with you!!! Your such a great person and good at cheer!!"""
0.440,"""Miss my lil caramel delight 💓"""
0.542,"""if not filming, smile! please. :)"""
0.482,"""5 person of renown cheerful expectation solutions-pleasure principle back: HsNHZMJSc"""
0.615,"""God just replaced my sadness with laughter, can't go the whole day sad ..."""
0.440,"""as granny would say I don't know how to chirp"""
0.560,"""Sweet! #optimism"""
0.100,"""If any trump supporters and Hillary haters wanna chirp some weak minded, pandering liberals just tweet at"""
0.708,"""Thank you for follow and its a good website you have and cheering with no hassle."""
0.320,"""Boro are at the OS before then, they could give the stewards a good work out. Chelsea will get about 8k, will be lively."""
0.542,"""Watch this amazing live.ly broadcast by #musically"""
0.360,"""Or did I lie and cut 5 years off my age to be young and spry and hire-able in Hollywood? #thegoldbergs"""
0.459,"""Watch this amazing live.ly broadcast by #musically"""
0.480,"""felt a bit shit getting a very high blood sugar then i remembered it's my first one above 15 this week which is incredible for me!"""
0.550,"""mustache_harbor: TiburonChamber plus a hearty pour of #yachtrock by #mustacheharbor !"""
0.167,"""...X, X... Do... you... hear... me? Darn... Your... optimism led... ...to your own... demise... ... You... should... li...live #ZeroBOT"""
0.521,"""Watch this amazing live.ly broadcast by #musically"""
0.740,"""looks exhilarating! Looking forward to seeing 👍🏼"""
0.860,"""Nothing lovelier than your great mate sending the most joyful and sweet pic - Thankyou #amy XXXX"""
0.192,"""Mou is too jovial and trying to impress those players too much. No player is bigger than manutd. SAF won't tolerate all this bs"""
0.188,""":c You have my most heartfelt condolences. I'm glad it passed with levity and love in it's heart."""
0.208,"""you asshole... you made me sexually attacked to a animated bear :-P"""
0.312,"""no it was that clear American naturally flavored sparkling water"""
0.479,"""Katie I love how you describe yourself as 'normal'. Really you're anything but! #neverchange"""
0.318,"""Some People hate nothing more than a happy confident person. Never mind #confident"""
0.769,"""Currently listening to &amp; podcasts!! Can you guys please move to #yvr ? #hilarious #missyou"""
0.562,"""listen I dn't subscribe to this team coq Team xhaka stuff. I like all our players. Depth has me elated"""
0.383,"""“Set a goal to achieve something that's so big so exhilarating that excites you &amp; scares you at the same time.” \n― #BobProctor"""
0.400,"""Am I watching #BacheloretteAU or Zoolander ? #samvrhys"""
0.583,"""Keep #smiling because life is a beautiful thing and there's so much to #smile about. #MarilynMonroe #KeepSmiling"""
0.880,"""2 days until #GoPackGo and 23 days until #GoGipeGo..... I'm so excited! #smiling"""
0.492,"""Lea doing a mini set tour of glee my heart just cried tears of happiness and sadness"""
0.667,"""My siblings look all gangster &amp; I look all cheery 😅😂"""
0.380,"""Will be a lively evening at ot that one."""
0.938,"""man, GREAT JOB!!! I am more than happy over your success in a short time. Mom &amp; dad are smiling from heaven. Love you, bro."""
0.438,"""--an uncertainty. [Halsey teases, her lips curving into a jovial smirk.]"""
0.076,"""it's 5679787. Cannot DM you as we don't follow each other. Not such a #party #fail #letdown"""
0.555,"""If you want others to be #happy, practice #compassion. If you want to be happy, practice compassion.' Dalai Lama"""
0.667,"""There is something v satisfying about opening an old 'to do'.doc file and being able to check off all the things you have done #smiling"""
0.146,"""You don't smile and you say you're in love, but that's why I don't love"""
0.438,"""(She laughed a bit. Of course it was! Aria shook her head, calming her mirth so she could listen to Mikey.) No, actually. +"""
0.900,"""happppy happppyyyyyy happppppyyyyy haaapppyyyy birthday best friend!! Love you lots 💖💖💖💖💖💖💖🎉🎊 #chapter22 #bdaygirl #happy #love"""
0.510,"""Watch this amazing live.ly broadcast by #lively #musically"""
0.780,"""Had a great time at Skywalkers open gym tonight! Come our every Wednesday from 7-8 in Hillsboro and train with us! #opengym #tumbling"""
0.167,"""I miss my naivety and blind optimism"""
0.660,"""Thank you for the #follow. Looking forward to your tweets as they look entertaining! #smile #socialmedia"""
0.560,"""Rec'd call 2day from Haitian church we started in Florida some 15yrs ago. Preparing to acquire their own bldg. Wanted me to know. #rejoicing"""
0.604,"""+ returned her joyous focus to the pastel-haired girl. 'Wawa's okay, tooooo~!' She squealed before raising her eyebrows at the +"""
0.259,"""A former diplomat is quite gleeful about the situation of Pakistan on \nNot quite stiff upper lip of diplomacy seen normally"""
0.667,"""Being in the countryside all day was so pleasing"""
0.808,"""On PHP54 and though the Kardashian stuff goes over my head, you're both hilarious, like gleeful little boys 😂😂"""
0.646,"""Am I watching #BacheloretteAU or Zoolander ? #hilarious #samvrhys"""
0.240,"""My ukulele bag has fallen apart. 😐 WELLL AT LEAST my life hasn't yet!!"""
0.458,"""We have been a better second half team this season. So there's that. #optimism"""
0.312,"""HMS Pinafore' time.\n\nI need some mirth."""
0.340,"""#Talking about our #Problems is our greatest #Addiction#Break the #habitTalk about ur #Joys#quote #optimism #problemsolving #behappy"""
0.604,"""Needed levity: Hubs + I talking of Kyle's new solo album, my 7 yo says ''? She loves ur news show #9News LOLZ"""
0.404,"""Every day, we need to choose hope over fear, and diversity over division - Justin missed optimism, change, sunniness, love,"""
0.333,"""he's just lucky...bad pitchers...#WHATEVER...ElKracken is #legit #future #bright #gottawearshades #LetsGoYankees"""
0.380,"""Bring back the heyday #NominateBunkface"""
0.250,"""Three days off a month with two ex wives and no home could be worse. I don't know how, but it could #oilandgas #optimism"""
0.212,"""Rap that will Cut other raper's throat. Who said that? #badd #wicked. #bright city lights"""
0.720,"""Thanks for making our Mass with Fr. Vallely respectful, meaningful, and joyful ! #SeeWithEyesOfMercy"""
0.521,"""sparkling water makes your life sparkly"""
0.260,"""During the day is jovial. At #TribalCouncil he's a different, darker fellow. Still simply but smiles are few. #Survivor"""
0.180,"""If you don't respond to an email within 7 fays, you wifl be killed by an animated gif of the girl from The Ring."""
0.646,"""Sweet!"""
0.680,"""YESYESYES like jd is the closest cahracter that is similar to blaine!! the optimism and ability to crack tough characters"""
0.625,"""It's not that the man did not know how to juggle, he just didn't have the balls to do it.\n #funny #pun #lol #punny"""
0.542,"""— to reveal a broad smile. \n\n'Yeah, it's nice.' \n\nPursing his lips, he stifled his joyous expression in order —\n\n[]."""
0.229,"""'Bed done... floor will be done last... curtains! A-hah!' She tried to sound all happy and cheery but she really wasn't.--"""
0.396,"""#PeopleLikeMeBecause People are using this hashtag to brag about themselves. I'm not interested in pleasing others, but in pleasing God."""
0.924,"""Good morning, love! Happy first day of fall. Let's make some awesome #autumnmemories #annabailey #laughter #smile"""
0.146,"""And 9/10 the character is a woman. Because if a man is fat he's jovial. If a woman is fat she's useless and maybe evil amirite?"""
0.688,"""A #new day to #live and #smile. Hope all the #followers a nice #night or #day. :D"""
0.280,"""close up shots of my ugly mug as I continue to talk about Blaine years after glee has been dead"""
0.160,"""&amp; as much as I hate for a dude to cheat, women forego pleasing their man, they get lazy &amp; men get lazy &amp; then it's just pointless"""
0.169,"""#IfIWerePresident \nMy goal would be for us all to be miserable, yet jovial in the Co. of others. U know, civil but with realization of self."""
0.745,"""A lot of positives tonight. A clean sheet, Payet got some free kick practice, Zaza looked lively and made a lot of good runs"""
0.620,"""Ryan Gosling and Eva Mendes finally ; B joyful an funny/dont boss/dont argue/do everything with kids/go on mini car trips/ focus on love"""
0.900,"""Good morning! Welcome the new day into your life and your heart #mindfulness #smile #zen"""
0.479,"""My friend just messaged me 'ugh I'm so hungry I can't wait for breakfast' #socialmedia #WineWednesday #funny #laughing"""
0.654,"""Riding at night has got to be one of the most exhilarating, refreshing things I have ever done."""
0.400,"""Latest on new optimism on keeping #Raiders in #Oakland, live right now on : meets here w/Lott &amp; Schaaf to talk new stadium"""
0.479,"""#FF Keep on #smiling … !"""
0.520,"""Learning is key while converting your leaning to someone else is door, so when you do both you will open the door of success.\n\n #x33"""
0.625,"""Sanatana Lopez is definitely me 😂 #glee"""
0.604,"""this is too much hilarity for one day"""
0.771,"""I'm so lively for listen💗😀"""
0.654,"""A warm #smile is the universal language of kindness William Arthur Ward #love #kindness"""
0.308,"""dudes who wanna play some bass but not buy a bass (me) rejoice"""
0.208,"""from here, it's but a short step to biweekly Community Meetings over a hearty meal of soy flakes"""
0.240,"""Its okay to be trans just rejoice with the trans in the trans way. By the way it's not your business, so why care?"""
0.704,"""Mate the thing I get excited about in my profession are mad. A client said she opened her bowels, I'm rejoicing"""
0.250,"""I saw those dreams dashed &amp;&amp; divided like a million stars in the night sky that I wished on over &amp;&amp; over again ~ sparkling &amp;&amp; broken."""
0.542,"""Ciara asks was it a sci-fi movie, Julie &amp; Jen just stare, Claire on her phone, Joey bolts when the cab honks. LMAO"""
0.396,"""Accept the #challenges so that you can feel the exhilaration of victory."""
0.462,"""Nice Idea collect all relevant socialmedia in one-But dont be automatic pls #worldsapp ⬅️ #chirp #appsworld #socialmedia merci🎈"""
0.896,"""Literally feels sg to be happy with sam😍"""
0.620,"""Mick nods. 'I would like that.' He went back to his food, smiling as he finished it."""
0.558,"""I found #marmite in Australia. `:)"""
0.440,"""Most of PROFITABLE FX MONEY MANAGER clients don't mind with high profit share we take, since they are very #happy with the returns they make"""
0.229,"""you may be right, but since year the bad events begin with B, I'm privately hoping we've got at least C-Z to go 1st"""
0.354,"""every day i have to think in my mind will this be pleasing to God. my decision making, the way i react, treat ppl, speak, am i pleasing God."""
0.100,"""I still have some shred of optimism. It's rapidly disappearing however..."""
0.796,"""Glad to see that you're having fun in the sun. Water sports are always fun, challenging, and exhilarating. #happiness #beauty"""
0.420,"""I saw her, whose countenance expressed a mighty rivers were monotonous, and her lively conversation took care of the various"""
0.833,"""I took a yr off school and I'm proud to say I got accepted again, yo girl is going to finish!"""
0.660,"""Bet pawpaw is having a good time rejoicing up in heaven for his first birthday there!"""
0.320,"""just play rappers delight and have a 15 minute kip"""
0.240,"""I wish, I really, truly wish, that I had just a modicum of your banter."""
0.500,"""What if.... the Metro LRT went over the Walterdale?!?! 😂 #yeg #levity"""
0.600,"""Thank you for the #follow. Looking forward to your tweets as they look entertaining! #socialmedia"""
0.940,"""Been waiting all week for this game ❤️❤️❤️ #cheer #friday ❤️"""
0.646,"""Lmboo , using my nephew for meme"""
0.229,"""They ain't going away, and I don't want to see them hurt; changing hearts/minds is really our only option, no?"""
0.812,"""By the way, I'm wearing the smile you gave me today. \n #you #me"""
0.460,"""“When we give cheerfully and accept gratefully, everyone is blessed.”―Maya Angelou"""
0.300,"""Reflection: the grind has been so REAL! Working 2 jobs &amp; being in school. #ksudsm #ksu #recruiter #instructor #tumble #cheer #gradschool"""
0.333,"""Being playful as shit😤"""
0.312,"""Dark, dense, and exhilarating come the finale, #HellOrHighWater is a gripping watch."""
0.417,"""babe :(( remember I'm ALWAYS here if u need a little cheering up or talk, ily lots💘"""
0.231,"""When ya'll talkin about you know who I don't know who ya'll talkin bout, I'm on the new shit....chuckin up ma deuces......🔥🔥 #kanye"""
0.673,"""gifs on iOS10 messaging app are hilarious."""
0.763,"""Wishing the Ipswich Tigers good luck in their games throughout homecoming week!! We are cheering you on here at the City Office! GO TIGERS!"""
0.760,"""Rewatching 'Raising Hope' (with hubs this time) and totally forgot how hilarious it is 😂 #HereWeGo"""
0.407,"""I am always ready to ."""
0.854,"""This is the day You've made, \n\nLet us rehoi rejoice and be glad with all that I am. \n\n😊💖\n\n#aja \nGood morning!!!!"""
0.346,"""Get there deviant differently enigmatic bellboy in passage to correct thy ring up jaunty: IWLDpe"""
0.417,"""#Arts create richness &amp; liveliness in our society, continues through educational &amp; social benefits, and only ends with the economic"""
0.125,"""sparkling water = death"""
0.689,"""Better mood today! Bring me #teasing, #flirting, #xdressers, #laughter, and #roleplayers! Also #confessions and #secrets"""
0.708,"""My bf drove out of his way after a long day just to spend 15 min holding me to make me feel better. How'd I get so lucky #lucky"""
0.740,"""That was a lovely story to actually see Ruth and hubby who won the cashcow .It was so funny when she left the phone #happy 😊"""
0.620,"""It is not joy that makes us #grateful . It is #gratitude that makes us #joyful .\n - David Rast"""
0.156,"""snapchat new would beg to differ"""
0.479,"""Quote_Soup: Be happy not because everything is good, but because you can see the good side of everything."""
0.646,"""It was very hard to stifle my laughter after I overheard this comment. It really is amazing in the worst ways."""
0.547,""": any team in the world would be totally elated to get to have you on it XD"""
0.577,"""🍃When #life shows you have a hundred reasons to cry, show it that you have a hundred and one reasons to #smile. 🍃 #quotes"""
0.595,"""Did u laugh today? Laugh hard? I hope so..we NEED laughter now. #love"""
0.264,"""I thought everyday was a glee day??"""
0.250,"""That's why compatibility is key as it lowers hedonic volatility."""
0.792,"""And thus begins my 2 week holiday! 😏😏\n #holiday #ghastinoir #rest"""
0.854,"""the thought of you gets me through my day. the thought of your smile never fails at making me smile 💚"""
0.692,"""snow pig, that's hilarious. Lmaooo"""
0.667,"""uff!! Look at your Arsenal fans cheering for every goal against United. haha"""
0.420,"""Twitter is a font of endless hilarity."""
0.320,"""If I were assured of your eventual destruction I would, in the interests of the public, cheerfully accept my own.' -Sherlock Holmes-"""
0.812,"""second day on the job and i already got a 45 dollar tip from a dude whose was constantly twitching his eye LOLOLOL"""
0.560,"""Finn singing 'Can't Fight This Feeling' in the shower and Will spying on him is one of the best scenes on any show. #glee"""
0.938,"""My bf drove out of his way after a long day just to spend 15 min holding me to make me feel better. How'd I get so lucky #lucky #happy"""
0.100,"""Your glee filled Normy dry humping of the most recent high profile celebrity break up is pathetic &amp; all that is wrong with the world today."""
0.792,"""I love my family so much #lucky #grateful #smartassfamily #hilarious #love"""
0.188,"""u always gotta attitude tho ... 😕 cheer up"""
0.583,"""Optimism leads to success. - Bill Kerr #success #goals"""
0.646,"""it was indeed lovely and the team were incredibly attentive and on the ball. Cheese was a lively gesture!"""
0.250,"""I admittedly went into this series thinking we'd see the Jedi in their heyday, not as dysfunctional UN Peacekeepers in space"""
0.560,"""talk about a mood pickup i went from depressed to elated so fast"""
0.040,"""hate overthinking e v e r y t h i n g like i jus' wanna be happy pls"""
0.660,"""*peers down at you, eyes crinkling with mirth and affection* I do love ye so, my bonnie Belle."""
0.220,"""How do adults remain jovial amidst all the bad news?"""
0.392,"""We have all been there, and wished we didn't. 25 #hilarious #AutoCorrect Fails"""
0.420,"""If you love singing, but don't have time for a weekly choir, come down to #KWOIR at tomorrow! #Choir #glee #musiclondon"""
0.729,"""Modern family never fails to cheer me up. Especially Phil."""
0.227,"""A #smile doesn't always mean a person is #happy . Sometimes it simply means they are #strong enough to face their own #problems ."""
0.620,"""Go follow me on Musically I am making a lively. Come and join BFFing and Following ;) See you there!"""
0.229,"""This tweet is dedicated to my back pain, which I do not understand because I am youthful and spry. Full of life. Vivacious."""
0.280,"""Obfuscated magazines in passage to unite with in order to thine mirth conjunction treat quotient sufficiently: lEAqIWY"""
0.820,"""You know you're in love when all you can do is smile whenever you talk about how he is to someone."""
0.438,"""They tend to loosen up a bit when drunk, and can seem pretty cheerful."""
0.500,"""I personally prefer being happy."""
0.438,"""Never make a #decision when you're #angry and never make a #promise when you're #happy. #wisewords"""
0.229,"""But i'll be a pity. 🐑 #lively"""
0.340,"""Are you always so relentlessly positive? Your constantly cheerful optimistic disposition starts to grate after a while."""
0.640,"""brings back great memories of hilarity on #SATURDAYNIGHTLIVE"""
0.542,"""all I've seen is that clip of the jail scene with the sexuality part which was hilarious"""
0.083,"""But i'll be a pity. 🐑"""
0.625,"""chirp chirp! what a beautiful white and red bird! 🐦"""
0.562,"""Watch this amazing live.ly broadcast by ..mccloud #lively #musically"""
0.640,"""my adorable and cheerful daughter\nAlways pouring positivity green goo on me\ndare hurt her and you'll see hell //growls\n\n#PandaBot"""
0.532,"""3 Styles to Love now at Zales! Three sparkling styles to love! Stop by and shop in store today."""
0.620,"""I like your optimism!"""
0.521,"""Not untill today has anyone ever said to me they remember what I had on over 7 years ago when they met me n liked me since #cutealert"""
0.458,"""Always be full of joy in the Lord, I say it again- rejoice. Philippians 4:4"""
0.500,"""#LMFAO 's #racepimp Tamron Hall used the words 'fscts' and 'MSNBC' in the same sentence #hilarity #libtard #biasedmedia #neverHillary"""
0.583,"""\nHe will rejoice over you with gladness, \nHe will renew you with His love, \nHe will rejoice over you with singing."""
0.062,"""The abysmal ignorance, frivolity and levity of the Italian priests stupefied him.' - Roland Bainton on Luther, #ReformationDay"""
0.020,"""How's it possible to go from cheery earlier to the worst mood possible now🙄"""
0.521,"""Quote_Soup: Be happy not because everything is good, but because you can see the good side of everything. #optimism"""
