Score,Text
0.667,"""Mixed emotions. #sadness #anxietymaybe #missingfriends #growingupsucks #lostfriends #wheresthetruefriends #complications"""
0.604,"""The Sorrow is grim reminder of how bad I can be at video games and how I could get a bit too trigger happy at times. RIP #MGS3"""
0.854,"""The last few weeks have been dreadful. opening up of old #wounds. the #gossip of others/evil that spill from thier lips #melancholy #sadnnes"""
0.646,"""Life is too short so dont shoot it in with worries sadness and grief."""
0.354,"""Regret for the things we did can be tempered by time; it is regret for the things we did not do that is inconsolable. - Sydney J. Harris"""
0.729,"""Don't wanna go to work but I want the money #sad"""
0.583,"""Just because I'm hurting \nDoesn't mean I'm hurt \nDoesn't mean I didn't get \nWhat I deserved \nNo better and no worse #lost"""
0.654,"""I don't think it's fully sunk in that Val is gone yet"""
0.375,"""Ghanaians don't need to wear black to mourn tho... They can just walk naked *dodges stones* Na joke na☹'"""
0.624,"""Genuinely grim stuff. Over a century of history sold off by some porn baron twats for a minty new stadium. Urgh"""
0.417,"""give me a smiling emoticon will ya? i dont like the idea of you frowning &gt;.&lt;"""
0.436,"""Shoutout to the drunk man on the bus who pissed in a bottle and on the seats"""
0.167,"""Getting so excited for 2016!! We play the main stage Sunday Oct. 16 at 3:30!! #jazzholiday #riesbrothers #rock #jam"""
0.438,"""If you change the dark images both look different, but both look like they are in a forest."""
0.833,"""Common app just randomly logged me out as I was writing the last part of my college essay and lost all of it 😭😭😭"""
0.708,"""Literally being here makes me depress tbh"""
0.417,"""ah #lost #mah #train of thunk."""
0.479,"""I hope a goal comes soon on either side. Otherwise there is a serious threat of a dull and frustrating game. #COYS"""
0.083,"""second artist announcement looking good #bluesfest2017 #blues #Music #byronbay"""
0.562,"""Gaaaaaaaad! Should have stayed in London!"""
0.667,"""watching this uni reveal is so depressing i miss stingrays :("""
0.688,"""Americans as a whole are, for the most part, feeling borderline despair at the very least. Looking at a situation out of control."""
0.875,"""I might even be on the verge of depression."""
0.479,"""Always do sober what you said you'd do drunk. That will teach you to keep your mouth shut. \n― Ernest Hemingway #quote"""
0.292,"""Rooney is 5 yards off the pace in a League Cup game against Northampton Town. Let that sink in for a moment. #MUFC"""
0.625,"""Some questions you get on Twitter make you want to despair. We've been so battered. We complain but aren't convinced things could be better."""
0.833,"""I'm surrounded by those Trump voters. You're right, it is fucking terrifying. #redstate #despair"""
0.458,"""Im so serious about putting words in my mouth bitch don't add ' the ' to my sentence if I didn't say that shit on bloods"""
0.479,"""- worst possible decision I could have made when arriving in the UK. Shocking service. Poor coverage."""
0.833,"""my heart just sunk."""
0.354,"""#Taurus, for the most part, you have perfect control over your Emotions and you are careful not to be so sulky around anyone!"""
0.477,"""lost my 244 day snapchat streak i'm done"""
0.500,"""I'm so starved for content I'd take it but I'd def pout about it (՟ິͫઘ ՟ິͫ)"""
0.833,"""I wouldn't wish anxiety and depression even on the worst of people. It's not fun. #anxiety #depression"""
0.667,"""Step 1: Get rid of Step 2: Prioritise football Step 3: profit? #depressing"""
0.188,"""I want my highlight to be so bright that if I ever get lost and someone is looking for me in the dark, they'll find me."""
0.479,"""With a frown, she let's out a distraught 'Gardevoir' saying that she wishes she had a trainer"""
0.771,"""Condolences to the JC and the Georges family.. #sad"""
0.667,"""as a very depressed and suicidal person seeing someone sing about their own depressing life yet having fun is very relatable and encouraging"""
0.812,"""it's sad when you talk to someone about ya past n how it fucked you up and then they do the same thing like people really don't have hearts"""
0.625,"""\nOh, I'm sorry about it, do not be sad yourself there is nothing important in the world to grieve about it"""
0.458,"""went to Pet Supplies Plus tonight but was not working I feel #lost and #confused"""
0.479,"""I see my 'eliminate the hanging tongue' campaign is a dismal failure."""
0.750,"""Horrid disease! My maternal grandmother and each of her sisters suffered from this affliction. It's hard on all."""
0.875,"""*Sigh* #saddness #afterellen #shitsucks"""
0.396,"""there's no sitcom better! If u can't laugh at Sheldon or Leonard then u are sober for real! No two ways about it"""
0.521,"""We are sadden by this because we always strive to bring the best service to our customer. We will always be here for you. CM"""
0.750,"""so probably hunger and depression and dissociating equals a weird time anything else"""
0.667,"""sadly not !! One less hour drinking time 😢🍻"""
0.646,"""hard to tell in your pic. My mistake then. Either way, nothing I said initially was about race. U took it there. #sad #ignorant"""
0.398,"""She used to be beautiful, but she lived her life too fast - Forest City Joe #blues #blinddogradio"""
0.396,"""In need of a serious nap rn"""
0.479,"""For once I gatherp th strength to not try and drink my pain away. #sober #Fighter #strong #lovely #dreamer"""
0.271,"""God just replaced my sadness with laughter, can't go the whole day sad ..."""
0.196,"""why do i have such a thing for dark curly hAIR"""
0.750,"""It's just begun ladies and gents. The war on racism has begun. #sadness #Segregation continues.... smh 😒"""
0.146,"""#picoftheday : How...why... Really... !!\n #funny #picoftheday #lol #random #laugh #chair #of #despair #funnypics #virgin #cafe #i..."""
0.646,"""It's pretty clear I can't stand , no tolerance for habitual liars. Not a Trump fan either so what's a citizen to do? #despair"""
0.271,"""I've just found out it's Candice and not Candace. She can pout all she likes for me 😍"""
0.729,"""I have not nap for 3 days in a row I'm very unhappy rn"""
0.729,"""Need advice on how to get out of this rut!!!! #depressing #needmotivation"""
0.417,"""Says to my maw the other day, wanna day sober October way me, she says 'ave mer chance of doing movember son' #classicmoira #glasgow #sober"""
0.146,"""Cops chillin on pine lakes"""
0.604,"""Love being made to feel bad about being scared of the dark"""
0.298,"""I'll be honest.. I hope that annoying Southern bint with the 'look at me' pout goes out this week! Selasi #FTW"""
0.292,"""Are you serious??"""
0.322,"""We don't expect women to be violent &amp; discourage it. It's really about how we're raising our boys."""
0.729,"""i is sad"""
0.583,"""A pretty dejected FanCam on the way. #SCFC #TBPTV"""
0.312,"""If you sober better roll another Dutch or if u don't smoke nigga better pour another cup 🍁🍾..."""
0.917,"""It's been 5 weeks and I still go through depression smh"""
0.312,"""But God will deliver the righteous to their place of salvation: no evil shall touch them، nor shall they grieve"""
0.833,"""But right now I'm feeling pretty desolate."""
0.542,"""so you were owned by losers on Twitter"""
0.104,"""Thank you so much! Just home - stunned but so happy. Don't think it has sunk in yet! Wow."""
0.312,"""hubby Noah shares this somber thoughtful photo of his one and only Dami. Ponytail, standout highlights beautiful picture, nice"""
0.729,"""This has been the most depressing week full of rain ever lol"""
0.667,"""Man Southampton will wipe the floor with west ham on Sunday. So disheartened"""
0.642,"""Gabe the worst part is I can't get hot status this month because there's no chipotle near enough to my campus #sadness"""
0.938,"""I can't pull myself out of depression"""
0.479,"""Leeds surely to drop the prices for that cup tie, rather than the dismal attendance last night.."""
0.688,"""yes. Too many cops. And too many ppl who should have lost their lives r still alive."""
0.896,"""At my age all I see is gray. Is it gray because of my bad eyes or my perspective #depression #healingjustice"""
0.833,"""| At home sick... 🎼The blues🎼 won't cure it so I need ideas 🎸😭 | #sorethroat #sick #blues #music #fallweather #carletonuniversity #ottawa"""
0.729,"""Sometimes The Worst Place You Can Be Is In Your Own Head.'\n\n #quotes #worstenemy #thinktoomuch"""
0.583,"""I didn't say anything bad about the situation great mate, can't believe some were. Makes me despair of humanity"""
0.083,"""I love having such a big family. There's never a dull moment in my house 😂"""
0.333,"""I’ll look forward to it. Hoping for lots of stetson-tilting and rueful looks into whiskey glasses."""
0.243,"""Looking nice forward to playing at Paper Dress Vintage in Hackney this evening - get there early as I'll be on at 8pm! #blues"""
0.729,"""depressing"""
0.854,"""I feel like no one is out there on #Twitter for me.... can anyone see what I write #sadness #rants"""
0.792,"""Hope they refuse :( x #depressing"""
0.792,"""i cant live anymore my roblox got termianted :(((((((((((((((((((((((( #sad #killme #lol #robloxgamer"""
0.479,"""THEN you do what you can and then BLOCK them, they're trying to discourage us"""
0.438,"""We're sorry to hear about the issues and how this is making you feel. We don't like to hear our customers being unhappy :-( We"""
0.583,"""Honestly today I just felt like maybe track isn't for me"""
0.354,"""Public products: high downhearted price tag consumer survey sum and substance: OVth"""
0.708,"""It feel like we lost a family member🙄😂"""
0.854,"""Sometimes The Worst Place You Can Be Is In Your Own Head.'\n\n#quotes #worstenemy #depression #thinktoomuch"""
0.396,"""This pretentious dick in Night Gallery just fucking, used a towel to dry off his sink"""
0.214,"""It's our job, the job of people who r still sane,still ok in life, to help the lost to find themselves &amp; love eachother"""
0.250,"""I just got asked to hoco over instagram dm bc someone lost a bet. Love the maturity of the people in my grade!!!!"""
0.479,"""Literally had a guy (a some-would-say-successful guy) tell me 'this ship will sail' kay guy, first, you're working with a sub, last, it sunk"""
0.812,"""depress 😭"""
0.271,"""How much time should I give to my friend who lost his laptop to mourn before I can ask him to give me his laptop charger and extra battery??"""
0.625,"""There's many things I don't care about, and many things I do that I don't speak on because it's such a heaviness even when released..."""
0.250,"""Who need #beats ? #instrumentals #serious #artists #only 🚨"""
0.646,"""the thing with Twitter is i only remember to tweet when i'm bored or alone and then it comes across like i have a really dull and sad life.👽"""
0.292,"""Marcos Rojo Marcos Rojo running down the wing. Loved by the blues, feared by the reds"""
0.542,"""untypical kinda Friday #dull"""
0.438,""": It's not Fox News, it's Fox Propaganda Network, they're so lost in their lies, that they can't tell the truth, if it hit them in face"""
0.354,"""Standard Candice starting the show with a pout #startasyoumeantogoon #GBBO"""
0.396,"""Hopefully next time we play a L1 team, 1 of the players scores, takes his shirt off &amp;jumps into away end purely to wind up the joyless cunts"""
0.575,"""too grim, too insanely, determined to hurt you from"""
0.542,"""They're such garbage. Obviously I like that they suck but it's still grim to watch."""
0.354,"""So those of us born in 85 have no generation! Where is the gen-less tribe! Ha! #survivor #lost soles"""
0.479,"""Don't blame yourself,' he spoke, as if she were in the room, kicking the chair beneath him.\n#amwriting #dark"""
0.333,"""no blues?!"""
0.292,"""guess what I'm doing? watching your great grandad sink the titanic.."""
0.479,"""you should be criminalized for posting a pic of that brown frown.... Get a pic of some jack, or cookies, or diesel, Join up"""
0.250,"""Well i did hear once before that girls are attracted to men that look like their dad! 👌"""
0.355,"""Do you really have to pedal like a nutter to get anywhere? I remember it being more sedate."""
0.375,"""Don't get discouraged when simple minds don't see your vision"""
0.375,"""Is that hurting..? [Features get a tad somber while attempting to sense 's temperature]"""
0.583,"""I get discouraged because I try for 5 fucking years a contact with Lady Gaga but are thousands of tweets, how she would see my tweet? :("""
0.562,"""sad music"""
0.475,"""tend to them he's going to get infections. \n\nHe's frowning and looking down as he does this. \nIt must hurt damn.]"""
0.583,"""#business class #Los Angeles to Dublin #destroyed luggage #60 day customer response time #unhappy customer"""
0.458,"""If a friend lost his/her phone, how long do they have to mourn their lost phones before you ask for their earpiece?"""
0.708,"""depressing how despicable Trump, with no policies, campaigning on bigotry &amp; rancour can be so close, evil immoral disaster"""
0.271,"""The #pessimist complains about the wind; the #optimist expects it to change; the realist adjusts the sails.' - William Arthur Ward\n#IGNITE"""
0.771,"""Urgent need to get a new job. The constant gloom of my current one is getting a bit ridiculous now."""
0.729,"""Honestly I've come to a place where I keep getting discouraged but just gotta tell myself to keep pushing through it."""
0.438,"""my first time in Slough so checked out the new station floor #sad #LifeOnTheRoad"""
0.542,"""Long day, kind tweets, our melancholy, defeats."""
0.312,"""Just put the winter duvet on ☃️❄️🌬☔️ #serious"""
0.917,"""my life in one word is depressing"""
0.729,"""It feels like there are no houses out there for us. With the most basic requirements I have, there are literally no options. #discouraged"""
0.646,"""Going off reports on Sky, Stoke played ok tonight. Think i'll stay off the messageboard tonight though -it will be grim on there :/"""
0.188,"""I'm looking for a good promoter #rock #blues"""
0.438,"""Niggas murking in each other. In murky water, I try to swim."""
0.521,"""George H. Establishment is unhappy Trump's campaign branded his son low-energy, but he could not have beaten the others either."""
0.812,"""Well my evaluation came back and i am minimally effective. Student test scores on the PARCC sunk my eval. it's time for me to quit teaching"""
0.250,"""Just reached 10k followers - WOW - thanks blues #mcfc #ctid"""
0.633,"""This night, room polluted with syringes, notebooks and shadows moving, this kind of night! Away melancholy, away!"""
0.083,"""You forever straight so fix that frown u good😇"""
0.292,"""grim should find broken Matt hardy because he can delete everything lol"""
0.229,"""Anybody know a good place to book a show in #Montreal on short but not super-short notice? #punkrock #postpunk #blues"""
0.500,"""the waitress recognised me from last time i was in there moping, after my interview haha"""
0.708,"""I so wish you could someday come to Spain with the play, I can't believe I'm not going to see it #sad"""
0.292,"""Refuse to let myself get discouraged."""
0.208,"""Honestly don't give af who wins out of us and pine, I'm just worried about getting drunk Saturday night😂"""
0.583,"""no. 😭 the last two we were out-bidded. So we got kinda discouraged so now we are taking our sweet time. The market is stupid tho"""
0.750,"""even hard facts don't seem to be sinking in... I despair 😩"""
0.417,"""The Sunderland time line is quite funny with all the doom &amp; gloom in facing us and the long trip to us midweek. #whatgoesaroundcomesaround"""
0.542,"""Feels grim not having your nails done"""
0.896,"""I sulk too much for my own good."""
0.833,"""I get so much PUSSY\nP - panic attacks \nU - uncontrollable anxiety \nS - suicidal fantasies \nS - sadness \nY - yearning for death"""
0.688,"""With loyal heart is concerned. #somber"""
0.375,"""I'm buying art supplies and I'm debating how serious is it to buy acrylic paint."""
0.271,"""jeezus God"""
0.729,"""Trial result #sadness"""
0.583,"""Had to give up on The Blue Guitar, couldn't stand main character. Sort of skim-read to the end which got grim and unsettling . . . 1/2"""
0.750,"""oh, btw - after a 6 month depression-free time I got a relapse now... superb"""
0.417,"""But I decided to be a bit lackadaisical about getting dressed to get groceries."""
0.125,"""hmu need players for lans next year. DM me. Need serious players. Im under org"""
0.312,"""need to sta dating again.I m bored #redheadteen #boldandbeautiful #lost #500aday single men dating Schkeuditz"""
0.271,"""I know guys that sink $1000s into the game and only to build a team and play solos. But this hear you make nothing on solos."""
0.333,"""there’s shaytan in this room wallahi its been dark all the time now the lamp is on!! omg shaytan"""
0.375,"""Just told me wife there was a chance it would be 2 Sydney teams in AFL grand final. Her response: 'there's two SYDNEY AFL teams?' #serious"""
0.375,"""sadly beautiful photo."""
0.542,"""No. Was so sudden. Hasn't sunk in yet. With Leo I knew it was coming."""
0.312,"""I need a syfy series to watch I literally have nothing to watch back to back. I already watched #heroes #lost #jericho #fallenskies etc etc"""
0.250,"""Please don't sulk over your defeat. Come on. Head up!"""
0.417,"""AND his momma was worse than Tony sopranos momma #wow #history #major"""
0.870,"""It's been a week of awful connectivity with no service or only 4G is not what Im paying for. #unhappy #poorservice"""
0.625,"""I don't want the pity of my instructors but I'd like some understanding. I'm truly trying despite ALL circumstances that make me discouraged"""
0.292,"""make sure you's Young breadrins sling us a quick vote #murky #skeng #votage"""
0.300,"""~together.' Hermione lowered her voice slightly, sounding somewhat bitter, perhaps even rueful. 'That would only get you~"""
0.521,"""penny dreadful just cleaved off a fraction of my heart"""
0.167,"""Happiness is always there. You just have to choose to see it. There's no point dwelling in the dark and ignoring the light of the stars."""
0.458,"""in the final analysis, the non-white global majority will not fret over the ethnic origin of our corpses."""
0.312,"""Are you #serious that #fredsirieix lives in Peckham......South London's own #Love Guru(big up)"""
0.583,"""Don't let the behavior of others destroy ur inner peace.' -Dalai Lama #healing #depression #anxiety #intuition #meditation #book"""
0.604,"""Let us not burden our remembrances with a heaviness that's gone.\n- William Shakespeare (1564-1616)\n#forge ahead."""
0.521,"""But I do think we need to experience a bit madness &amp; despair too. This is the stuff that makes us human."""
0.479,"""I have many happy memories of the Isle Of Wight.\n...\nBut yeah, sink that shit."""
0.688,"""Up on melancholy hill"""
0.417,"""sadly i have to go to bed now don't announce anything while i'm gone thank u i love you"""
0.188,"""Guys! Read my #fanfiction if you like #lost and #housemd I have one of each #tvshow -link in bio!"""
0.667,"""Tried 2 get earlier flt 2day Turnd away bcuz it was 2 late Then agent let other pas on #silvereliteleftbehind #unhappy"""
0.479,"""How brave are the young individuals that have opened up to us about their #depression and #anxiety to help raise awareness!!"""
0.333,"""Has anyone noticed that stories in recent days all paint positive accomplishments for Trump and challenges for Hillary? #surprised"""
0.583,"""He just has that way of thinking, he wants absolute hope born from absolute despair."""
0.396,"""Cam cannot be serious with that IG post and that stupid ass font he uses. Would've been better to just say nothing."""
0.625,"""It's really sad when you can't order goods from china and the likes because of Internet fraudsters... What's this government really doing."""
0.354,"""how could I work with . ? #serious"""
0.121,"""Clean the #sink and make your #bathroom shine."""
0.300,"""let them know it's the"""
0.292,"""Been working in Blanchardstown shopping centre for over 2 years now and I only figured out today where Marks &amp; Spencer's is"""
0.814,"""After spending £450 I was offered a £5 voucher. I asked if I could spend it at weekend? Was told 'no valid today only' #unhappy"""
0.729,"""Patti seems so sad. She stamped and ran behind the sofa. We will have to give her plenty of love and affection...more than usual. #sad"""
0.254,"""will be playing in the Bridge Bar this sat (24th Sept) #blues #rhythmandblues #ramelton #donegal"""
0.625,"""It's Ms btw. we were lied to by Remain. dry your remainer tears; Just accept you #lost"""
0.458,"""Never leave me alone with my credit card. Nope nope mope."""
0.750,"""So depressing that it's darker so much earlier now"""
0.458,"""If you #invest in my new #film I will stop asking you to invest in my new film. #concessions #crime #despair #shortsightedness #celebrities"""
0.625,"""bc it's a gloomy day Tony"""
0.208,"""Henny and pine apples 🤔"""
0.729,"""tomorrow will be the last episode of despair arc, so much shit is gonna happen i'm not emotionally prepared..."""
0.583,"""AND his momma was worse than Tony sopranos momma #wow #sad #history #major"""
0.375,"""hit the sink with a hammer... sorry, the universal modifier!"""
0.542,"""*Still waits for Yang. Guess she really needs her sleep or something. Kittens feeling kinda dejected right now.* #Offline"""
0.888,"""It's a gloomy ass day"""
0.812,"""My nephews n cousins are nowhere near bad guys, but they could be killed @ any moment by a cop that thought they were bc of their color #sad"""
0.312,"""Supine on the piano—lips parted. #sixwordstory #amwriting #blues #singer"""
0.271,"""Dad asked if I was too hungover to function today. Little does he know I stayed sober last night so i could get shit faced tonight 😅"""
0.417,"""\nBreath. You are trending despondent. Mrs Clinton will win. If you keep your gloves on, guard up, and punch like hell."""
0.414,"""name change Uncle Remus Lewis #foh #theydontlikeyoueither #unwoke"""
0.271,"""I had a nice Italian ice-cream whilst resting my tired paws. Honey flavoured, naturally! #FurryTails #lost #Venice."""
0.729,"""im so gloomy today"""
0.458,"""“We can easily #forgive a #child who is #afraid of the #dark; the real #tragedy of #life is when #men are #afraid of the #light.”–Plato"""
0.514,"""sadly there is constitutional RIGHT to have abortion. Yet there is constitutional RIGHT to life. Safety net protects those rights"""
0.375,"""idiots are going to sink the economy with free money policies."""
0.438,"""Fashion week this year is dull AF! Someone inspire me!!!!!! 😩"""
0.396,"""oh, sorry if I've discouraged you 😂"""
0.583,"""A MOMENT:\nIf you kill it in the spirit, it will die in the natural!!!'-#murder #suicide #racism #pride"""
0.604,"""me: i've actually been doing pretty well! i'm learning to manage my depression and-\nlife: yeah that's over. that's cancelled."""
0.771,"""The news is disheartening. Everything that is going on is a result of a lack of understanding and misinformation by the media. #sadness"""
0.688,"""A .500 season is all I'm looking for at this point. #depressing #royals"""
0.312,"""Never let me see you frown"""
0.604,"""WHY?! Did they want to make you plummet in to the depths of despair??"""
0.625,"""i cant live anymore my roblox got termianted :(((((((((((((((((((((((( #killme #lol #robloxgamer"""
0.375,"""if I go I'm going to blow some serious money, idk if that's a sacrifice I'm willing with make"""
0.146,"""I can't wait for you to listen to my new single 'Mystery' and my new album😋. #newmusic #newsingle #newalbum #2016 #popmusic #dark"""
0.188,"""But guess what ? I'm sober"""
0.312,"""#Quote 'To say that You know Yourself without ever having been #lost to find Yourself, Is like saying You know everything'"""
0.442,"""Well, I'm too old, and too stubborn about facts &amp; history to be discouraged."""
0.583,"""whenever i pout i just want Adrian to appear and tell me to stop pouting or else"""
0.500,"""Don't wanna go to work but I want the money"""
0.530,"""I know if I wasn't an optimist I would despair."""
0.229,"""If someone keeps #laughing at you, don't #fret . At least u r giving #happiness .'\n#quotes #quotestoliveby"""
0.396,"""but drugged and raped those women. At least you and Barb were sober and consenting!!"""
0.529,"""Only God knows why things happen, sometimes it's just hard to understand. #prayingforyou"""
0.235,"""these grown ass lil boys yeah i can't take them serious."""
0.250,"""This nigga doesn't even look for his real family 🙄😂"""
0.500,"""It would appear it's a good year for the #blues"""
0.500,"""sadly David D is no longer with us imagine both together wow"""
0.854,"""it's getting so close in your poll so many ignorant ppl. #depressing #painful something needs to change #BeTheChange ? How?"""
0.396,"""honestly. All I care about is Selasi not messing this up. His lackadaisical attitude isn't good for danishes."""
0.771,"""We have left #Maine. #sadness"""
0.646,"""The fact I haven't had to wear a bra for a week and knowing I'll have to start wearing one again after tomorrow is depressing 🙄🙄"""
0.375,"""just heard back2back, guess that's why they call it the blues &amp; she's got the look, but I can only sing tickle sacks version"""
0.792,"""There will be no #gaming video today. An old friend of mine passed last night, so I'm taking some time to grieve. Thank you #StandUpToCancer"""
0.460,"""Speech was bold coz it wasn't written by PM NS bt the expression/tone was his own dull n dim"""
0.396,"""vas a ir al de the amaity affliction?"""
0.847,"""life is hard., its harder if ur stupid #life #love #sadness #sadderness #moreofsad #howdoestears #whatislife"""
0.333,"""Candice's standing pout face aggravates me every week"""
0.811,"""When health insurance won't cover TMS but they let me know they cover ECT #mentalhealth #psychology #depression #TMS #ECT"""
0.354,"""Now they fret about scuffs. I’ll take scuffs (which…come in) for a phone I can use wet handed or drop in a toilet any day."""
0.479,"""[My teeth were sunk down into the vein of the poor woman who had 'accidentally' had a small problem with her engine, just outside of --"""
0.625,"""Flirt, simper, pout, repeat. Yuck."""
0.479,"""The solution is to punish the criminals. That's the only way to discourage crime. or the circle will continue."""
0.896,"""Feel so grim + ugly atm"""
0.583,"""MC: what are you listen to these days?\nBogum: these days I feel gloomy, I listen to ccm (spiritual song) often.\n\nChurch oppa mode. :)"""
0.312,"""Hoping to hear some serious tonight"""
0.583,"""Show some respect, that's all... If u havent go to war u cant say anything.. U havent lost friends and mates on war, so Ahut it!!"""
0.653,"""Hate being sober so I popped two"""
0.750,"""it's super sad!! Especially when you are talking to a real person and not a bot! Makes it feel real :("""
0.542,"""Angry shouting match between a #pessimist &amp; an #optimist:\n'You're a half empty-headed @%$!' \n'You're half full of @%$!'"""
0.521,"""Someone needs to tell Candice she'll be stuck with that shitty pout if the wind changes. #GBBO"""
0.708,"""Honestly today I just felt like maybe track isn't for me #sad"""
0.333,"""More #checking at #work today\n\n#coffee #drank and now it's #down to some #serious #business \n\n#Thursday bring on #Friday"""
0.854,"""The moment of the day when you have to start to plaster a smile in your face. #depression"""
0.250,"""B day next week, catch the sauce and watch the heaviness!"""
0.688,"""When will the weeks full of Mondays end?? #disheartened"""
0.563,"""but sadly he missed some crucial and important points. Indian terrorism in pk, kal Boshan, etc.. Raw involvement"""
0.417,"""U.S. has added years to the Syrian conflict by arming the 'rebel' army. You would think that Iraq had sunk in with Kerry."""
0.146,"""What do you get when you cross an #apple tree and a #pine tree? 🍎🌲\nNothing. You can't cross-pollinate #deciduous and #coniferous #trees."""
0.431,"""Well I won't be doing a unboxing of the iPhone 7 plus on my channel until November sadly. Thank you Staten Island NY smh"""
0.548,"""Shoutout to the drunk man on the bus who pissed in a bottle and on the seats #grim"""
0.354,"""Pops are joyless, soulless toys which look nearly identical. They are the perfect expression of consumerism. 'I enjoy this franchise'"""
0.146,"""Usually I'm not one to rush colder weather but this year I'm so ready for hot coffee, dark lippies, scarves, sweaters, &amp; boots 🍂👢☕️💄"""
0.135,"""it's still not sunk in that im seeing joe next month, im so grateful and excited shit"""
0.292,"""yes I can. Don't discourage me."""
0.667,"""doese reading help depression or is it another form of escapism"""
0.934,"""Im think ima lay in bed all day and sulk. Life is hitting me to hard rn"""
0.417,"""It's easy to #fall #asleep in class, but hard to in bed. #True #whileyouweresleeping #insomnia #TeamFollowBack #RockTheReTweet"""
0.354,"""Corbyn loses and I walk up to a crying Corbyn supporter and whisper\n\n'Don't mourn. Organise'\n\nAnd laugh and laugh"""
0.646,"""Although I don't expect a trumpie to understand the difference between real things and pretend things. #sad"""
0.754,"""Good morning lovely people. Not gonna lie I've woken up feeling pretty glum."""
0.917,"""When you lose somebody close to your heart you lose yourself as well 💔 #lost"""
0.271,"""it's got her little pout"""
0.229,"""Where are some great places to listen to blues? #nightlife #NightLifeENT #blues #jazz #gatewayarch #stlouis #washingtonave"""
0.667,"""Hate knowing I have to get up at half 5 for gym in the morning it's so depressing"""
0.688,"""Shantosh: How crazy would it be to walk past and talk to a person everyday never realizing he is suffering from depression or such? …"""
0.542,"""who do I contact about a shocking experience with Clear Sky Holidays booked through you guys?? #customerservicefail #dreadful"""
0.729,"""I know I've painted quite a grim picture of your chances. But if you simply stand here, we will both surely die."""
0.500,"""It's easy to #fall #asleep in class, but hard to in bed. #True #sober #whileyouweresleeping #insomnia #TeamFollowBack #RockTheReTweet"""
0.438,"""Candice on great british bake off with that pout does my head in 👊🏻🙄"""
0.810,"""Somewhere between #hope and #despair the day after #meetingmyabuserincourt \n#DVSurvivor"""
0.479,"""I fought a racist girl and she stayed in GAVC so if you get kicked out I call BS"""
0.812,"""Summer officially ends today. #sadness"""
0.542,"""I'm confident they will NEVER experience our successes of last 50yrs. Best they can hope for is to be another Bournemouth #sad"""
0.271,"""God's love spring.Of one dat sunk his whole estate for d paltry bribe,of a single apple–n yet proud of our ancestry?❤️🗿"""
0.438,"""Bk to 1 up top pack midfield Stifle any flair we possess kill any entertainers #dull #reshuffle #predictable #slow #average"""
0.896,"""And btw... I really did stay in bed all day today. #depression I hate being lied to, fuck liars. -w-"""
0.417,"""Got #mybrokenfoot running Great North Run, can't wait to run again in a few months time - be mostly dark then! #ukrunchat"""
0.583,"""Our soldiers in war zones are held to a higher level of rules of engagement than our police officers."""
0.333,"""In the name of our Lord &amp; Saviour Harambe we pray, bless all apes across the world.\n\nHear our solemn oaths and pardon sympathetic hominids."""
0.354,"""From what I know of the man, I have to assume that has had a heated argument with his own penis."""
0.438,"""No #gbbo from us tonight sadly, we've got a date with some nachos #BridgetJonesBaby"""
0.625,"""Muscled man with huge heart is messing with my brain and heart. #lost #confused"""
0.542,"""I too am Ravenclaw. #sadness #shouldhavebeenhufflepuff"""
0.292,"""California sissified pages: ruling class separation in passage to dispirit attestative alphanumeric code: WyrdljPyu"""
0.312,"""salaams ma'am, how r u ma'am? May ALLAH protect u from sadness, illness, harm &amp; nazr-e-bad. AAMEEN. Stay Blessed ma'am."""
0.688,"""Is this the Krusty Krab?\n\nNo this is crippling depression"""
0.458,""".....I heard talk something is a miss. He looks weary."""
0.458,"""im thoroughly in love w zen and jumin and i dont think id even have the patience for either of them irl im old and weary"""
0.708,"""#haikuchallenge #haiku\n\nThe crisp autumn air\nMy freedom purchased through death\nNo one will mourn me"""
0.766,"""Groom gloom."""
0.271,"""Happy Birthday, LOST! / #lost #dharmainitiative #12years #22september2004 #oceanic815"""
0.583,"""When it comes to Syria, I get very fucking annoyed at pessimism, like I get full on triggered. Optimism or gtfo."""
0.583,"""so you were owned by losers on Twitter #sad"""
0.542,"""It was dreadful, even after he met the Catfish he still thought it was her!"""
0.667,"""But this is no easy ride for a child cries: \n'Oh, find me...find me, nothing more, \nWe are on a sullen misty moor...'"""
0.750,"""hmm somehow twitter feels really depressing, more like negative today...I think I missed something 😕"""
0.958,"""Feeling worthless as always"""
0.742,"""I get embarrassed at the slightest things and then I'll fret about it all day I hate it"""
0.833,"""I feel like an appendix. I don't have a purpose. #depressed #alone #lonely #broken #cry #hurt #crying #life"""
0.271,"""You are NOT your struggle or You are NOT your affliction! #YouAreStrong &amp; #YouAreArising above it all!"""
0.250,"""Special thanks to &amp; for keeping us updated &amp; entertained this dismal BB season 💕"""
0.354,"""It's basically a dead skin peel which sounds grim. But it literally gets rid of so much dead skin from your pores."""
0.417,"""sav tells our mom 'I love you' and she responds 'Oh.'"""
0.729,"""I am often disturbed by what some people find appropriate or acceptable. It's not funny nor cute that adults find this stuff humorous. #sad"""
0.375,"""Some Erykah Badu to sedate me 💕"""
0.561,"""Add Donte Moncrief to my dismal situation #blessed."""
0.646,"""watching this again makes me weep tears of joy and tears of sadness that he's gone"""
